5,10,15,20,25,30,35,40
0,0,0,0,-1,-6,-9,-12
0,0,0,1,-1,-6,-10,-12
0,0,5,0,-2,-4,-11,-12
1,0,5,0,-5,-4,-9,-13
0,2,5,1,0,-3,-9,-12
1,2,-3,0,1,-4,-9,-10
-1,-2,-1,-2,-3,-6,-5,-10
-3,-6,-5,0,-1,-6,-9,-12
-1,-2,-1,-2,-5,-4,-7,-10
1,-4,1,-2,-3,-4,-5,-12
-1,2,-1,-4,-1,-4,-7,-12
-3,0,1,0,-1,-2,-9,-10
-3,0,-1,2,-5,-4,-7,-16
-3,4,5,0,-3,-6,-11,-10
-3,0,5,2,-3,-6,-9,-12
5,2,0,5,-5,-5,-10,-10
5,0,1,0,0,-2,-7,-10
5,4,1,4,-1,-5,-3,-15
3,8,5,2,-3,0,-5,-8
3,0,1,0,-1,-2,-9,-12
